"","CON1","CON2","CON3","CON4","CON5","CON6","INJS1","INJS2","INJS3","INJS4","INJS5","INJS6","INJL1","INJL2","INJL3","INJL4","INJL5","INJL6"
"ENSSSCG00000032556",8.08195075356275,8.33739200659604,8.36112949149257,8.31531359793401,8.45539654820345,8.295819153551,7.60299267078738,8.26315096847374,8.3250151141335,8.38279089996313,8.53471363922785,8.31290876211145,8.03849432621417,7.68033866318892,7.58081538271454,7.86392199978295,7.42508256494627,7.57374255963566
"ENSSSCG00000040779",0.691760481440106,1.22014156316594,1.26242717792648,0.616787862932421,0.756718267377846,1.29054359845584,-1.44141784229105,-1.35434874787961,-0.245512260232693,-0.307912673581922,-2.02056107179859,0.0595014094853788,-1.76903956316807,-2.39566137212087,-2.54628257823344,-3.54025819052492,-1.56723716909052,-0.381870557540902
"ENSSSCG00000002388",-1.85142687750266,-1.51488084871176,-2.48618715896516,-1.46725220725195,-1.07992689637125,-1.93904493888898,-2.67559674491668,-1.35434874787961,-1.67473307853926,-0.733205640033579,-1.03734941314872,-1.62151779899053,-0.997543689098725,-1.32845783833727,-3.54025819052492,-3.54025819052492,-1.56723716909052,-0.804068793364168
"ENSSSCG00000029944",6.99322105320864,7.90073551311188,6.87077106993361,7.33922981114452,7.88766726335949,7.46703146858515,3.50791225465022,4.31622208172277,5.67439740620088,5.60149671824162,5.47723074710517,6.10953281585232,3.83755429673255,3.28766793110119,3.42504392006306,3.55456123124114,3.42394198926736,3.82806792805601
"ENSSSCG00000004454",6.06593235128917,6.46139343541367,6.28348516402701,6.21438050632,6.37757273933089,6.13327596253376,6.15406418281859,6.36192685483185,5.89797107735128,5.871747691476,6.06645723853756,6.16825476704641,6.48542322457496,6.43415639364019,6.48933842707475,6.15386314001943,6.37497817003621,6.18220620322963
"ENSSSCG00000015332",0.691760481440106,0.849404441439695,-0.641414336997606,-0.814878463542935,-0.52647080207005,-0.935010692671049,-2.67559674491668,-2.06773525088336,-0.887654477709315,-2.40294707771182,-3.54025819052492,-2.28296749948064,0.0278222447716651,-0.721772266216284,-1.5493042321362,-1.02635288247655,-1.24712573866135,-0.209566520401198
"ENSSSCG00000011579",5.93231372663612,4.92801187325815,4.96650685199529,4.69678348101125,4.68621727080165,4.71758939682654,3.86306938406171,2.94763621156934,4.33892771992557,3.72054600907436,3.66513153265563,3.61787006482692,3.01305212198747,2.08716581148887,2.17581697637979,2.80133441399345,3.09644008222809,3.19219151933194
"ENSSSCG00000029275",-1.42391622065057,-3.54025819052492,-3.54025819052492,-2.69073432496365,-2.82362080693211,-3.54025819052492,-2.13872349853188,-2.06773525088336,-1.67473307853926,-2.40294707771182,-2.58892834848532,-2.28296749948064,-3.54025819052492,-0.721772266216284,-3.54025819052492,-1.2864767792361,-1.97925196853954,-1.83307254091562
"ENSSSCG00000036145",0.0590324294135052,0.191352324810053,-0.122415539499159,1.05996862592118,-0.52647080207005,-0.348705946226307,0.00470438732980283,-0.879146422344804,-0.121435888970134,-1.0044972341902,-0.307154241643555,-1.16970550633778,-1.76903956316807,0.0323393109085049,-0.0917987845126319,-2.01185870106397,-0.763777904421679,-1.40346028315722
"ENSSSCG00000033787",1.81839048514313,2.19327831813912,2.49498841812049,3.00229713372112,2.80702493663041,3.03838220277197,2.30881405455281,2.85939450822814,2.87941845842508,2.71866612947075,3.15604123965988,2.51180570227855,2.5076811218799,1.4813071538378,1.97149328445345,1.86785721215756,2.23166382670708,2.4944664282173
"ENSSSCG00000011959",9.63799111412488,8.82018389366409,8.16534532022087,7.94709052064551,7.65810144933304,8.18837855100995,6.41251252522788,6.10959178818181,6.5665257923174,6.27861053057853,6.1273486856243,5.87699905553046,6.99036345800709,6.65286633117218,6.65102605880041,6.99248500749575,6.54781059980491,6.87647084016981
"ENSSSCG00000030484",4.6346779126304,4.79029019870305,4.86022500920912,4.54743947220068,4.66436040916086,4.8502989721001,4.70727367286066,3.78847137564215,4.45310211552676,4.16398607546976,4.17493883638606,3.89784781108754,3.92881195981081,4.42802690874081,4.76963375605697,4.18179238113157,4.21172443692656,4.53956068366732
"ENSSSCG00000027426",3.05414161471682,1.51482142000135,2.90451589500126,3.4743758687522,4.41045519484235,3.51728879029082,4.02189964148641,4.55030602569055,5.08529289788842,4.66396137672146,4.7533245846221,5.36458600274051,4.18884854465801,4.04705618114676,3.81406346739343,3.35202384593982,3.83326240940659,4.42653883911116
