"","CON1","CON2","CON3","CON4","CON5","CON6","INJS1","INJS2","INJS3","INJS4","INJS5","INJS6","INJL1","INJL2","INJL3","INJL4","INJL5","INJL6"
"ENSSSCG00000032556",0.0194446795922925,0.715164342810943,0.819013685981407,0.768602769986586,1.06430801399383,0.673556364315658,-1.29509015083716,0.464261381624002,0.636094292652317,0.848808393434158,1.13129083244979,0.653977908558244,-0.117151131815174,-1.12800565513864,-1.43477310187881,-0.63645775840185,-1.81416889739649,-1.36887596993107
"ENSSSCG00000040779",0.90131800245893,1.25357924907047,1.29153880426018,0.874690934837116,0.948107244359199,1.31824559114949,-0.530608525964175,-0.483683683180928,0.26009023421794,0.230259450138062,-0.942067949358777,0.475544158747168,-0.754417158354479,-1.17837613178866,-1.28306555579457,-1.94269140031528,-0.62072000570222,0.182256741220534
"ENSSSCG00000002388",-0.137750349779086,0.26343286499803,-0.894376189309318,0.358498971564264,0.794612282936472,-0.224464737295068,-1.12858607336552,0.440153649431709,0.0574572053802345,1.20662315013437,0.791521999481509,0.136840096821461,0.882147613147169,0.475803280481885,-2.17058146669641,-2.17058146669641,0.194942102439974,1.12430706632473
"ENSSSCG00000029944",0.937477756363215,1.45549610003932,0.874141700679029,1.15978221315125,1.4544861653367,1.22290555317156,-1.06289347697178,-0.603899429341692,0.17209285129106,0.14176902224457,0.0418029108903805,0.431642138975534,-0.873175743454269,-1.19376148886566,-1.12178520292235,-1.04425256011228,-1.11869037007746,-0.873138140397128
"ENSSSCG00000004454",-0.845244970408032,1.21275882643849,0.353184380276469,0.14347082075749,0.827711333645689,-0.377181879020359,-0.381449474354586,0.607638119564829,-1.83719558066126,-1.870074908875,-1.09726903846921,-0.328267843448681,1.33638235019291,0.996882403753675,1.23682878659541,-0.497788572621779,0.734621148172891,-0.215005901538947
"ENSSSCG00000015332",1.5608133800766,1.69412809562387,0.414966415253654,0.284056198368421,0.510027450917322,0.169222287451521,-1.35512933268552,-0.840276795437252,0.179108352013561,-1.11906044907864,-2.10589829631749,-1.01621986715123,0.980872465160542,0.325176866980459,-0.397610836124335,0.0575764625106361,-0.124698875579287,0.782946478017162
"ENSSSCG00000011579",2.01336341954682,1.06279223595631,1.11300062403094,0.887076937211726,0.843058985864568,0.885105721371352,0.0631948405804465,-0.820653145230777,0.492299857084618,-0.0719976676806712,-0.171298602933397,-0.170976687068392,-0.745505614853697,-1.62733605574818,-1.55475043463417,-0.959663578127667,-0.67009647775367,-0.567614357616162
"ENSSSCG00000029275",1.15150175733705,-1.27869989475205,-1.27869989475204,-0.283115012203032,-0.452736926932422,-1.27869989475205,0.332139015505277,0.39743309506315,0.847322653687357,0.0282243872744848,-0.212930391739145,0.164421893353862,-1.27869989475205,1.94090824171691,-1.27869989475205,1.28905726862681,0.506764771846277,0.684508720223671
"ENSSSCG00000036145",0.745894419657155,0.913525116420512,0.522711375385804,2.09512593878865,-0.0104776330225418,0.2419755060467,0.676470911106977,-0.498297620344751,0.48766632498413,-0.638207402883386,0.211229345965078,-0.855727545646914,-1.64007782961564,0.691946135724176,0.51650522603447,-1.96914122574855,-0.336242176797336,-1.15487886605454
"ENSSSCG00000033787",-1.35095868523233,-0.566366148534053,0.102177341276807,1.22985264823307,0.725123303820006,1.27620622400875,-0.312009784214717,0.805649466602825,0.850556139188432,0.552592044512669,1.37197532110739,0.110515079015249,0.0923889185689229,-2.09656331098549,-1.08520903863592,-1.29220087986252,-0.498189308692418,0.0844606698233247
"ENSSSCG00000011959",2.38604863917291,1.6030731617502,0.993204357215437,0.811961814574241,0.506271001404456,1.02806731737148,-0.685348387360575,-0.994151208136083,-0.560650606644959,-0.813243959968391,-1.00802012033943,-1.20173015448753,-0.143367348524374,-0.473355489138767,-0.487076806384177,-0.156325938491216,-0.566024872373356,-0.23933139963986
"ENSSSCG00000030484",0.624566197504999,1.05644446747123,1.2973378884307,0.482353014756526,0.723148575051505,1.30335967402812,0.811901528160889,-1.86481347630103,0.0519307491967775,-0.713754862870967,-0.824822039303532,-1.47735621667607,-1.40205599971742,-0.00895855021175557,0.929046641940782,-0.726583476831863,-0.607047104579415,0.345302989950546
"ENSSSCG00000027426",-0.98046129445066,-2.69447710160359,-1.13459747920166,-0.482436208830189,0.531623184365858,-0.440570283764379,0.0887221450865511,0.658157427390544,1.25374683350567,0.807938482367478,0.851576185757673,1.58360921418509,0.272651980423726,0.104637551386078,-0.167271653323388,-0.674024826945096,-0.126121644774686,0.547297488424988
"ENSSSCG00000030469",-1.06924018205359,-1.41613113563808,-1.92369344411533,-1.16337930064527,-1.16151088146646,-0.750304742649058,1.04642989870875,1.02920068572366,1.01004352867659,1.07815643077482,1.27371270978203,0.708404826397552,-0.00710578924519961,0.415744252136435,0.394356448662619,0.183227100296508,0.167137585761363,0.184952008892681
"ENSSSCG00000029326",-1.25896504676637,-0.900740828416785,-1.71115167164818,-1.16937870232205,-1.06840857197879,-1.06401766495524,1.2838612114514,1.27099451579801,0.952426327211622,1.09940531110503,1.42920585882949,0.644564577323207,-0.0615699703804427,0.23180160417414,-0.0341331425208024,0.365365835825583,0.0438749814337395,-0.0531346241635603
"ENSSSCG00000010214",-1.37236198828672,-0.511599772100325,-2.16160399427191,-1.03583641521342,-1.23180363970216,-1.0139816686378,1.33278421946529,1.27687206983447,0.83882342363556,0.739258924431235,1.01813669422906,0.604856294371615,0.0904912570175448,0.458597973686819,0.330663778931242,0.375404145643601,0.101527102289363,0.159771594676547
"ENSSSCG00000040183",-0.294865957628531,0.4538076987483,-0.678647173433409,-1.70286257048071,0.0221554582674541,-0.677896231885407,-0.103514268127341,-1.84899661488699,0.0533230254467885,-0.491982596224379,0.40409717666384,0.0398844194899585,0.0688273805415594,-0.31904553029527,0.456587869878318,2.11495411708954,2.00176099160322,0.502412805233054
"ENSSSCG00000005134",-2.44060543471686,0.898761708004619,0.477988107049276,1.07465421558572,0.927893828458841,-0.91891781382404,-0.753479809673486,0.22373690694,0.373453488169401,-0.779084565536663,-0.366890965218699,1.34355648059497,0.415838710101335,-0.781084856082379,0.348280118402483,0.592751746932569,0.773471220177099,-1.41032308536419
"ENSSSCG00000012056",-1.15094347315741,-1.20331550322221,-1.68825902833963,-1.88333464074156,-0.244186148637674,-0.574111234380047,1.14616344136682,0.82628643549252,1.32729720550285,0.911521164318177,1.36060310873204,0.864239867636424,0.191506830387482,0.186714447772422,-0.261141309180916,-0.195613347367907,0.216382598895333,0.170189584923272
"ENSSSCG00000009378",-1.11144524301204,-1.13788083523762,-2.07349668281941,-0.92504443589155,-1.05793779275966,-1.02766204632415,1.1918825702698,1.16262597121659,1.16519916648837,1.01251990766404,1.21825202936066,0.504057504735508,0.0136472656455114,0.152146378347306,0.293669880911165,0.270796313129587,0.139509303647197,0.20916074462871
"ENSSSCG00000024872",-0.956384524425963,-0.496687189224922,0.286445718730332,1.152822359264,-0.551933623028059,0.720927677102978,-0.679381911934753,-0.0181555156984246,0.302203274697855,2.01137789204218,1.37566199049296,0.385900106072966,1.30193537550567,-0.685973182295949,-0.762584734406946,-1.58330726252172,-0.69669628349009,-1.1061701668821
"ENSSSCG00000002669",1.65983496023359,0.0191694706193925,-1.34239570990923,-2.17495426069152,-0.0313511125077644,-1.22571660428082,-0.651675828076127,1.16356311383299,0.33520741200956,0.932338162263951,0.905597688932977,0.577087880249001,-0.0626497054212909,-0.820572594618691,-0.0122947324997932,-0.719173265837945,0.561987414856229,0.885997710845492
"ENSSSCG00000035746",-0.425272051613394,-0.27973096175916,-2.34154340162368,-1.42511039908713,-1.00285987096725,-0.853686869522978,1.69173957907724,1.065843857106,0.874098606501941,0.779096670468389,0.797528565020166,0.0961135869083563,-0.606316383637736,0.612049268374323,0.764896798208598,-0.204975873138678,0.184135342160073,0.27399353752491
"ENSSSCG00000022126",1.95547861236809,0.490606781324198,-1.57445718018908,-1.27293091047748,-0.48235556420931,-0.755678194981288,-1.45699167070263,-0.682753417404983,0.824643822533119,-0.0169074200135901,0.0905563715912647,1.28548660954826,-0.14206268638114,0.660366104205645,0.934884764089427,-0.0651565161689199,-0.830828847534847,1.03809934240329
"ENSSSCG00000010540",-1.23690592573634,-1.3234623696439,-1.64254993072933,-1.42064134676259,-0.677783262740813,-1.36301403833496,0.411047856037464,0.612915107652236,1.09067645195509,-0.0108507839033143,0.710791161901336,1.48722689318099,0.15898997411514,0.562458276260171,0.864574950855351,0.782452348369343,0.358681478891489,0.635393158632665
"ENSSSCG00000026130",2.00654965724039,1.50035555149416,0.173486321587033,0.633964410642002,1.05474958397861,0.639055404459476,-0.124699976447085,-0.293001980835403,0.299309784494414,-0.101225488059326,-1.20672872169355,-0.812156971342003,-0.450173863380549,-1.31079441590444,-1.95608363135812,-0.526906870203261,0.63436284238803,-0.160061637060384
"ENSSSCG00000000265",-1.20025120373458,-1.31471537359288,-2.05684850641976,-0.85367024288042,-0.680688660512522,-0.570192663584391,1.01857658158397,1.15232197915821,1.15680174255573,0.985232108840962,1.46755323189533,0.803619287049651,0.185085383394216,0.293609262924485,0.215766782298589,-0.406370482323082,-0.457095701751131,0.26126647509762
"ENSSSCG00000002383",-1.97740397103783,0.620956815107131,0.67924763362521,-0.745738831009057,0.716528223448178,-0.949072791645888,1.68461853146568,0.474122713205509,-0.750008579456266,0.694800549272509,1.5727713193753,0.459671543778684,0.193219079209035,-0.831386324871162,0.204775205601036,-1.60488446205199,-0.354952922081965,-0.0872637319341113
"ENSSSCG00000035878",-0.919972864803301,-0.919972864803308,0.392627494529451,-0.919972864803308,0.561281428920841,-0.919972864803308,0.151738365312808,-0.919972864803308,0.197989407096896,0.488723091504134,-0.919972864803308,0.635526451661829,0.489784675367909,2.55034980431539,-0.919972864803308,1.45650939020054,-0.919972864803308,0.435252809516662
"ENSSSCG00000000739",-1.13697682953809,-1.34606118315723,-1.15901429738467,-1.52837999051082,-1.07001855409577,-0.882253413472392,0.971619513661269,1.18069525102022,1.31999491099027,1.23772952019084,1.42970501556944,0.673240420870107,0.162076541550273,0.158998107603027,0.245584786282026,-0.204055442410655,0.0922565546312194,-0.145140911799071
"ENSSSCG00000017355",-1.74712242660849,-0.672290472141378,0.822042020194039,1.58926966033772,1.68087952377169,1.41487280757967,-0.599146970597056,0.626489015306087,0.61015409734996,0.334101843449489,-0.086047208991188,0.290606401871407,0.20396420507921,-0.777891129566582,-0.929449966457953,-1.16118861412464,-0.830131564488925,-0.769111221963047
"ENSSSCG00000000002",-0.826507605710737,-0.797635465800437,-0.84860140894329,-0.466510978710149,-0.81238886154731,-2.67378711712835,0.893474685607057,1.08677925486586,1.39213006344155,1.18487502192005,1.11900746725092,0.535711611385469,-0.101126209347804,0.117775522675274,-0.0892559782250591,0.125241931298631,0.00101737640355836,0.159800690564768
"ENSSSCG00000003239",-2.52558113056139,-2.00328610958943,-0.60674603833113,-0.912563681978314,1.0760099241611,0.835875104718273,-0.0282125220639493,0.769332363281297,0.238236845190931,0.638408259345129,0.678921564193746,0.906373772650189,0.456646157761723,0.3813863048692,0.54560872630424,-0.398507239889725,-0.472954420905853,0.421052120843965
"ENSSSCG00000005096",-0.232180981857521,-1.09786087643233,-2.0978848658655,-1.70098380773337,-0.511806797349724,-1.41801934599489,0.941805910960892,0.57935594962783,0.477603441259643,0.55306987862922,0.293683995777094,0.648919932423615,-0.559138152092973,0.523403512610905,0.653994662559029,0.960471913005731,1.02083404157635,0.964731588895988
"ENSSSCG00000010703",-0.959428860094674,-0.818302297992751,-1.32512061605874,-1.84919733512286,-1.10365148482709,-1.78132034689022,1.11112137041343,0.882732966060208,0.06902503952163,0.844457448943328,0.641053170271125,0.676249306492078,0.394197728542479,0.639821713957374,0.69851179031908,0.559817023854245,0.714736523930413,0.605296858680948
"ENSSSCG00000017306",1.47986192067775,0.335033416819865,0.655722711726396,1.09492048408361,-0.176245128573321,1.34042654597178,-0.478127393343338,-1.66228323441579,-0.15576286550644,-0.459028963790215,1.78642430362665,-0.587264649080191,-0.538065652631047,-0.517527904866875,-0.27585569215668,-1.05692700348564,-1.49248914869569,0.707188253639152
"ENSSSCG00000013735",-1.94765275146917,-1.22728432944571,1.10114195867759,1.10786031222246,1.74439511848955,0.800699721426077,-0.528870849493127,0.409999374797018,0.469537145740554,-0.0688165843074212,0.217198687941129,1.06529412373524,0.247141518012635,-0.262647471064928,-0.200484441777421,-1.55672237032522,-0.99224575199812,-0.378543411161133
"ENSSSCG00000014326",-1.05206401898643,-1.29026705069706,-1.82888893523352,-1.04834599926878,-1.03287734829361,-1.09420368529186,1.24951334390703,1.21946083113382,1.05987620539853,0.95800891149705,1.36982498067026,0.639550723057092,0.158132065199247,0.261574607860203,0.101398404866431,0.170030089731173,0.0884368552784583,0.0708400191719614
"ENSSSCG00000003931",-1.20856756472633,-1.05973860521209,-1.46843732942957,-1.01908880863702,-1.14125134439055,-1.23058369601738,1.03579353160822,1.25410988221505,1.18245747315185,1.37944942150756,1.41947761495404,0.567083613557619,0.0436152982516871,0.0907811523531305,0.0966233829380153,0.252110579493782,-0.19592606780572,0.00209146618771757
"ENSSSCG00000001510",-2.18920509371805,-0.63968087574161,-1.31809979105412,-1.01236769056244,-0.942285870618184,-0.513272272121704,0.83180061897136,1.12882031258532,1.22805519362866,1.17344917516276,1.57222941783159,0.72359393358889,-0.139855186791848,0.0261120475285539,-0.0697514400958548,0.108991335971967,0.00234309791648326,0.0291230875182211
"ENSSSCG00000015022",1.01694548966445,-2.01428971589703,0.369221551821544,-0.202228428317924,-0.801395740934075,0.181573853789786,1.13631751074875,0.550645755345177,-0.0223132908661615,1.49728979519791,-0.183834426881052,-0.479601244854367,1.14946829516956,1.02787145065358,-1.41704767684242,-1.24675615371069,0.3737988921566,-0.93566591624365
