"gene_id","logFC_untrimmed","PValue_untrimmed","FDR_untrimmed","strict_untrimmed","minuslog10P_untrimmed","logFC_trimmed","PValue_trimmed","FDR_trimmed","strict_trimmed","minuslog10P_trimmed","logFC_diff_trimmed_minus_untrimmed","abs_logFC_diff","FDR_diff_trimmed_minus_untrimmed","strict_status","direction_same"
"ENSSSCG00000000010",-2.56609868193848,8.48803282646209e-06,0.000175294152855637,TRUE,5.07119294952097,-2.55799365132382,8.60725980396368e-06,0.00017837667248008,TRUE,5.06513508796905,0.00810503061466017,0.00810503061466017,3.08251962444301e-06,"strict_in_both",TRUE
"ENSSSCG00000000033",-1.82779888418122,8.71944503687701e-07,4.36688516497215e-05,TRUE,6.05951115555961,-1.81555624918995,8.00570991157975e-07,4.29045246638492e-05,TRUE,6.0966001506889,0.0122426349912701,0.0122426349912701,-7.643269858723e-07,"strict_in_both",TRUE
"ENSSSCG00000000040",1.57464900340949,2.71603287085945e-05,0.000372842080958569,TRUE,4.56606497829931,1.58654504796842,2.44005587526167e-05,0.000347594856485283,TRUE,4.61260022856292,0.01189604455893,0.01189604455893,-2.5247224473286e-05,"strict_in_both",TRUE
"ENSSSCG00000000074",1.96011558412296,0.000231090401404894,0.00162730968101276,TRUE,3.63621809304734,1.97048850966141,0.000224815184858876,0.00158422003897568,TRUE,3.64817435823777,0.0103729255384499,0.0103729255384499,-4.308964203708e-05,"strict_in_both",TRUE
"ENSSSCG00000000092",-1.33657709001781,3.41273129431123e-07,2.43801344810948e-05,TRUE,6.46689790509726,-1.33007472970372,3.61102572422028e-07,2.63642104937403e-05,TRUE,6.4423694177357,0.00650236031408991,0.00650236031408991,1.9840760126455e-06,"strict_in_both",TRUE
"ENSSSCG00000000105",1.52534538864689,2.30480643463766e-05,0.000336165621852047,TRUE,4.63736554224772,1.53692223948684,2.22175864737082e-05,0.000326441799599173,TRUE,4.65330312082634,0.0115768508399501,0.0115768508399501,-9.72382225287397e-06,"strict_in_both",TRUE
"ENSSSCG00000000133",-1.9200719057033,2.61877701418832e-08,5.09949096966761e-06,TRUE,7.58190147966962,-1.89135598050224,2.14785042253428e-08,4.70474849827106e-06,TRUE,7.66799596642214,0.02871592520106,0.02871592520106,-3.9474247139655e-07,"strict_in_both",TRUE
"ENSSSCG00000000151",-3.75627392681089,2.37839340823798e-05,0.000343322314455137,TRUE,4.62371630745677,-3.75290075621021,2.52996600310653e-05,0.000354796420475257,TRUE,4.59688531469866,0.0033731706006801,0.0033731706006801,1.147410602012e-05,"strict_in_both",TRUE
"ENSSSCG00000000171",1.2646558242944,1.05944626898835e-08,2.79893710535376e-06,TRUE,7.97492106412883,1.27750056323645,1.13863706873911e-08,3.10147220031168e-06,TRUE,7.94361468168134,0.0128447389420501,0.0128447389420501,3.0253509495792e-07,"strict_in_both",TRUE
"ENSSSCG00000000203",-1.17441059489945,0.00300695401999098,0.0109815780354496,TRUE,2.52187321274314,-1.16244273481808,0.00307084373603123,0.0111269968475688,TRUE,2.51274228264714,0.0119678600813702,0.0119678600813702,0.0001454188121192,"strict_in_both",TRUE
