"gene_id","CON1","CON2","CON3","CON4","CON5","CON6","INJS1","INJS2","INJS3","INJS4","INJS5","INJS6","INJL1","INJL2","INJL3","INJL4","INJL5","INJL6"
"ENSSSCG00000028996",6.61530739627345,7.04395813476211,6.89432280217039,6.93370982538617,6.86076138595951,7.39518105609764,4.7348778453935,5.54047150328213,4.9470500054086,4.47419176150185,3.80276228195737,3.93785624186032,3.80852475546633,4.1540442810371,5.47763897832273,3.92952996099093,4.44287650094631,4.19714778879567
"ENSSSCG00000005267",9.94593648025249,10.2952331419336,9.63091421403195,9.66456258858495,9.94439138716059,9.69255116230245,10.1195381589118,10.3441180399403,9.44304046615996,9.20180095023574,9.83942838544117,9.44931333481751,10.1313772561237,10.2723254113032,10.5085595760311,10.6826827914814,10.5815419192746,9.78225360055993
"ENSSSCG00000005269",0.601908497896135,-0.33058715415208,1.06380874502146,0.89013023823951,0.415505974464644,0.277560979175248,0.82062478021168,0.418274312961128,0.779251393057589,1.41593739111701,0.177902049627261,1.98577434602065,0.577506109748783,1.2204250383833,1.23654840842858,0.987512342795318,1.33622491213491,1.50721290243861
"ENSSSCG00000031382",2.85430505621227,3.50898809500975,2.9989022745181,3.13136665740969,2.75794346350587,2.92126843789225,3.01956756261102,3.06195802223534,2.5222912558509,2.61048349843716,2.6277918024606,2.74593818562079,2.85043863791878,3.26098323594616,3.08065847762729,3.16679091568434,3.14973691311041,3.45951563072369
"ENSSSCG00000005271",4.10691353904254,4.01657222504086,3.63186148711605,3.61950706374992,3.69897572860001,3.34981346271062,4.03745770373679,3.50979289870941,3.49129636595819,3.37927771456104,3.03290907756468,3.38610146366503,3.35530462077286,3.9893377385499,3.88998491897208,3.96037701769875,3.57524899676893,4.09754071241237
"ENSSSCG00000005272",2.81300856736249,2.99925491473763,2.50907801640758,2.12182873359243,2.29206397261998,2.30890546039164,2.31445354916005,1.90785628238946,2.01452980960182,1.35663374649987,1.11982710226642,1.84241250380728,2.13953281816726,2.05109549900511,2.153489465233,1.95466542780479,2.15010736922514,2.02371988601762
"ENSSSCG00000005273",5.94042241606489,6.14331053735996,6.47802764594164,6.36736902916736,6.28719169235035,6.33537829717236,6.21266088631826,6.46465044998074,6.01404063350935,5.61107112041639,5.88657553504114,5.84642113207972,6.08917760508417,6.29106774092568,6.23364889853286,6.07711965650259,6.23187227262779,6.01434935765828
"ENSSSCG00000023520",4.434171350338,3.85704337287991,2.19909572241975,2.50475031232786,3.48969715425878,2.71057254249071,5.03353102052861,4.8927305684119,6.45854383457632,5.43949206893187,5.67428333179375,5.25944493453224,3.88428717804737,3.95996121911487,4.60463656185889,4.34635078193691,4.40190907510736,5.08513226897553
"ENSSSCG00000057774",5.86917888882963,6.12299595853367,6.1070549855644,5.82306772359236,5.78624843340601,5.45554101261486,6.30068889188227,6.27729667615059,5.76551377423204,5.88472895618768,5.76425966122755,5.73581933166973,6.01888285549332,5.88767179955225,5.70686183992022,6.24780984524583,6.1791590839775,5.55139307638964
"ENSSSCG00000037277",3.47362991102776,3.25534244273494,3.13658286211913,3.10695797564446,3.38422197662381,3.05722559858788,3.68350817675766,3.58668036830331,3.2424097604769,2.92818789803672,2.97525915336021,3.5642086868818,3.45805484014863,3.61519074264829,3.70943954262515,3.63670118905366,3.57524899676893,3.77104069071805
"ENSSSCG00000005277",2.02451080458094,3.21203598047254,3.43236658429321,4.2009726450313,3.15605753261666,2.97376515378503,3.73181064684756,3.39690080292706,3.59668282836123,3.65016075470427,3.80276228195737,3.90214849903977,3.05162059363243,3.60257269188412,3.92353284599547,3.63670118905366,3.58573937154493,3.87496976853254
"ENSSSCG00000004349",5.09888270657447,5.03761039815242,4.95919099927101,4.74259569696423,4.42438764506653,4.66414247724057,5.28623864256987,5.06048997183296,4.71140271106877,5.11204341601839,4.83507043535132,4.71097577947551,5.24269320781292,5.22228997829329,4.92757384613133,5.30763715683269,5.21849632385988,4.99573823338075
"ENSSSCG00000004272",5.16602133147796,5.35378154611356,5.53967289766083,5.47763577544276,5.44218289970244,5.52754763001217,4.81553401400582,4.97726355299106,4.7156628225398,4.35803469440199,4.28436371842732,4.33599877179094,5.11372903337595,5.15042281940837,4.98033298157972,4.80299142601251,5.12089170926193,5.03216319597209
"ENSSSCG00000037594",6.771676835208,6.73724358987143,6.64310577575905,6.88340015171831,6.40165748188754,6.78797551765889,6.75091193242824,6.41148239062692,6.50850570914576,6.75605710192498,6.20140529086115,6.53341177253196,6.43881817034532,6.55775534204528,6.5837114038423,6.74188070657108,7.0277130057592,6.77221541237064
"ENSSSCG00000004261",3.33463472257041,4.57343974043992,5.09631811439354,3.78249933082653,4.32201978617649,4.15931960765861,2.49322262609128,2.81271362800474,2.94144658079928,3.13645533749995,2.589880682939,3.3512161530713,2.61658456055811,2.54881839340195,2.153489465233,2.56910441926499,2.40829791427649,2.31732961843572
"ENSSSCG00000004351",2.74875909345863,2.48430586878642,2.90566300948965,2.96478759458724,2.70885829802008,2.68980022450742,2.89783378528009,2.55014421772664,2.33561563422132,2.33126752376299,2.14321570130628,2.07400020438516,2.61658456055811,2.69861895839763,2.78460684480064,2.64701812947249,2.62722045078786,2.70348175180496
"ENSSSCG00000004262",2.16242581558272,2.48430586878642,2.37636468917168,2.79182779735233,1.97669481163443,1.58016180919411,0.82062478021168,1.13335528195008,0.962486063016532,0.463411417971521,0.688983861679573,1.14557243766075,0.860793585312105,1.89428215571326,1.65126889747453,1.48852670198507,1.12230846117407,2.25705206986522
"ENSSSCG00000038757",3.21291223451234,3.02450741291449,2.63060488248164,3.06955272897469,3.03183946260557,3.32308473197292,2.56607909630665,2.10369925659298,1.77428698386591,1.8621457488478,1.94725251994355,2.57505528430241,2.06706972655982,2.83431790898705,2.31388344940405,2.70281066110048,2.52190776926142,2.70348175180496
"ENSSSCG00000004353",5.10317165976464,5.17926176906796,4.70623033258659,4.84576719423918,4.92108793965877,4.96574395587147,5.29161958698963,5.04012913524818,4.45530770395431,4.38796243730379,4.40389165530729,4.63324641810505,5.03042734796286,5.42221775252624,5.20839370950807,5.26193835511558,5.18439058233428,5.13203592907476
"ENSSSCG00000005284",2.97154292630526,1.31584728422848,2.26063754767333,2.6127135217627,1.72842263746488,2.16581687177464,2.78026673919981,2.56921633594739,0.491945708414465,2.30012723057613,1.72042405614388,2.92266684491336,2.45560346262655,1.00721472243955,0.804032698485387,2.89069503825299,1.79981383246396,2.536026028674
"ENSSSCG00000004263",2.09511568805106,3.37796889065591,3.18500425161603,3.46483114054163,3.38422197662381,3.02441850190518,4.13047728672462,3.47986976699076,3.26583974126694,2.82257361019665,2.94554664475645,3.27880810361439,3.55397110862189,3.67667685066744,3.49188528633296,4.2372260275564,3.61676044015602,3.24351807674811
"ENSSSCG00000021802",3.30515330132179,2.83768764215596,2.43092353666647,2.96478759458724,2.99136226637497,3.3629943922564,2.89783378528009,2.84437193570509,2.57950906137317,2.42084779290207,2.4697763574292,2.44874019261292,2.738244751534,3.03547342050496,2.78460684480064,2.48674150166868,2.85243581408871,2.74796117022042
"ENSSSCG00000031105",1.78924644637889,2.2897470805242,1.96032723370179,2.32595683442235,2.59190117979723,1.75031770153179,2.6522621503705,2.27610661922805,1.89940339304938,1.35663374649987,1.78895120016389,1.43929627651826,2.17444367663396,2.54881839340195,2.09580137608612,2.68445184760424,2.3104940585622,1.98707838478732
"ENSSSCG00000004355",0.276943338440846,0.107810337587735,0.575399426022226,0.0632377942539807,0.532967967190797,0.484695204553456,0.989064425699625,0.331575398752332,1.22406481115523,-0.0755896183967171,1.17207841215261,0.776350287900237,0.577506109748783,-0.258030787383848,-0.515330965642246,0.651805621632462,0.180285587255537,0.944726821042048
"ENSSSCG00000023834",-0.315639913252133,-0.094799886415451,-0.762288716183036,0.339499590307699,0.352982391261329,0.971390248324115,0.82062478021168,0.239331289615433,0.491945708414465,0.571685850715814,-0.302882734270058,0.278871890366897,0.67824377277629,1.51787946552141,1.28897054541115,1.64861572606387,0.871057372212139,0.695012082534285
"ENSSSCG00000031854",-0.511563390748227,1.3954326305128,-0.762288716183036,0.0632377942539807,0.0716602426254204,0.161656504886432,1.23231807545894,1.60930039593502,1.17540629094708,1.09154781363368,1.27122500609198,0.776350287900237,0.224655121720841,1.28502484784541,1.12561852460433,0.492090489198138,0.871057372212139,0.783141011529269
"ENSSSCG00000025941",5.9689034462749,5.78537036259395,5.6530258693775,5.85639573178834,5.97971068769675,5.89274669929239,6.15773432254745,5.81667504124503,5.89136100875549,5.56268978977284,5.70342452750086,5.90171360028863,5.91433495891526,6.34129809028817,6.4462109948814,6.29697551574825,6.22181891390738,6.41860663574315
"ENSSSCG00000030268",7.25580402748647,7.32498313718633,6.38781856763882,6.57848522090267,6.45751396589129,6.28259839892075,6.4632975013007,6.17050918775484,6.14616437582488,5.88472895618768,5.92894770338394,6.08539729850558,6.04976530893841,6.08199416697686,6.19296028547778,6.21939961007462,6.32873097097322,6.24521107723234
"ENSSSCG00000027002",0.695776170507515,1.47085627954882,1.84451654347296,1.70039740566264,1.33439578797099,1.62461890246152,0.935073837181807,1.08116367887994,1.22406481115523,0.218937673655841,0.688983861679573,0.548948607760487,0.67824377277629,1.00721472243955,1.8387799038904,1.48852670198507,1.60730366370731,1.60717853577668
"ENSSSCG00000005288",4.58285122549531,4.7503514828408,4.7336179834114,5.08636989758921,4.55163481987015,4.96574395587147,3.80888599326987,2.95000574058352,3.62413703416855,3.31841517707844,3.6997385820379,3.66707654316606,3.84148270930877,3.78115079921538,3.91521871587285,3.65567376981131,3.96900410693893,3.59959995710925
"ENSSSCG00000035934",2.48517653304635,2.86590351785775,2.45744824778396,2.71315685136757,2.50830630556861,2.46375557874688,2.24957746701965,1.68118894285738,1.60089500228579,1.90417220834566,1.88600021697184,2.38117768551666,2.2418288812177,2.5222665403967,2.33896407062436,2.12770458452034,2.3104940585622,2.51043448179268
