"","CON1","CON2","CON3","CON4","CON5","CON6","INJS1","INJS2","INJS3","INJS4","INJS5","INJS6","INJL1","INJL2","INJL3","INJL4","INJL5","INJL6"
"ENSSSCG00000032556",8.14126841212754,8.39392615157657,8.43164010688916,8.41333286511898,8.52072126082487,8.3788157869492,7.66388159062134,8.30280816491326,8.36521105095864,8.44246036083703,8.54504675913653,8.37170566970645,8.09166224062917,7.72456004088228,7.61315429266561,7.90307070686788,7.47537281383189,7.63708551277381
"ENSSSCG00000040779",0.751815551535789,1.27662028331502,1.33317306728265,0.712146098208887,0.821522951318833,1.3729612877155,-1.38149268178614,-1.31158326152623,-0.203496365849786,-0.247938769856459,-1.99449185330944,0.117490515792727,-1.71492654776287,-2.34654775923232,-2.50251582445106,-3.4852375054144,-1.51574228036973,-0.319454013217646
"ENSSSCG00000002388",-1.79273643278608,-1.4587180208875,-2.42269040895562,-1.379567575976,-1.01646695185515,-1.86493337657631,-2.61768962787076,-1.31158326152623,-1.63020989836677,-0.673433618262525,-1.01903986999809,-1.56411703516997,-0.943586504954503,-1.28190197699202,-3.4852375054144,-3.4852375054144,-1.51574228036973,-0.741968608199936
"ENSSSCG00000029944",7.05030419684905,7.9540788595738,6.93980324053527,7.43815365798983,7.95231684977942,7.54828349418842,3.56030261910177,4.36109895315771,5.71495479681174,5.66204951130674,5.4876409412706,6.16778445584049,3.89129877534967,3.33198021555228,3.45755558242244,3.59282499703151,3.46295506594407,3.89136438053663
"ENSSSCG00000004454",6.12626305490253,6.51576403326345,6.35307964547603,6.31338893317834,6.44288934985031,6.21484939877103,6.21404170708432,6.4012379533238,5.93852494976814,5.93230215730938,6.07856459038524,6.22410694471917,6.5391612123768,6.4749069279609,6.52031955111263,6.19202318959367,6.42527095751644,6.24554307484317
"ENSSSCG00000015332",0.751815551535789,0.905866803147012,-0.57226302719628,-0.72353577062209,-0.462415652408499,-0.856231607173518,-2.61768962787076,-2.02275397179769,-0.844807807384876,-2.34490123510545,-3.4852375054144,-2.22606423877456,0.0816672979343283,-0.676018957187277,-1.51123320833284,-0.985243464557054,-1.19587095496831,-0.147045233316686
"ENSSSCG00000011579",5.99264376946093,4.98454214809308,5.03778924657246,4.79819221384148,4.75151020949674,4.79610169614113,3.92444715216946,2.98710694775313,4.37952244830981,3.78107252738857,3.67576170421223,3.67610310305859,3.06680255448168,2.1316020007689,2.20858064644658,2.83968333002775,3.14677560088663,3.25546014051427
"ENSSSCG00000029275",-1.36480319552095,-3.4852375054144,-3.4852375054144,-2.61655554169612,-2.76455648120368,-3.4852375054144,-2.07972529613549,-2.02275397179769,-1.63020989836677,-2.34490123510545,-2.55531705264705,-2.22606423877456,-3.4852375054144,-0.676018957187277,-3.4852375054144,-1.24478129305742,-1.92735833316423,-1.77227064067115
"ENSSSCG00000036145",0.118931992801329,0.247772965287033,-0.0526065202601191,1.15595149095845,-0.462415652408499,-0.268380141175929,0.0655730762802003,-0.837354149820365,-0.0795421499612616,-0.944888824498646,-0.292011643291019,-1.1120748308209,-1.71492654776287,0.0774673356707063,-0.0573765673532609,-1.96784471123661,-0.712798317586807,-1.34200256951014
"ENSSSCG00000033787",1.87859865054491,2.24978442739883,2.56606813265857,3.09956420262247,2.86077993557434,3.1214937867435,2.37011881789013,2.898876354915,2.92012141826949,2.77915648579355,3.16680154209732,2.57001266375579,2.56143729165887,1.52585780827192,2.00432313096841,1.90639659739285,2.28203846000352,2.55768648721953
"ENSSSCG00000011959",9.69624971600103,8.87418832937781,8.23387505064733,8.04358493273818,7.72263412265724,8.27047835968327,6.47152943891956,6.14731127071398,6.6024520967547,6.33724935634656,6.1327500264278,5.92937004344445,7.04056601433793,6.6941049612592,6.67969867982854,7.02696053531081,6.59680954923672,6.93981146556757
"ENSSSCG00000030484",4.69499706208446,4.84682004560248,4.93150399574147,4.64500327633054,4.72965282441902,4.93362090117312,4.76085313958689,3.81987766972441,4.49369213827541,4.22452213796482,4.18547745507713,3.95608484019997,3.98255596503593,4.47228704396203,4.80203446755695,4.22001235226503,4.26203430598756,4.59682455305536
"ENSSSCG00000027426",3.11442420532655,1.57131045415803,2.97565671832361,3.562791924481,4.47574091107269,3.60048345824914,4.07700089871892,4.58965860634146,5.12586264762924,4.72450520730913,4.76379185792799,5.42283492378642,4.24259135417125,4.09132940269989,3.84653187451756,3.39030633248896,3.88357887477696,4.4898523527716
"ENSSSCG00000030469",0.663797540601097,0.0705450972482941,-0.797487281649046,0.502800946303941,0.505996314276451,1.20924050111477,4.28201367385912,4.25254829693063,4.2197857526543,4.33627234642701,4.67071243238259,3.70392364876344,2.48025835398216,3.20341592736173,3.16683853455952,2.80576540628271,2.77824914011404,2.80871534264936
"ENSSSCG00000029326",1.05836076229509,1.63645279032898,0.328634882140817,1.20293265021088,1.36587536717711,1.3729612877155,5.16190126361428,5.14113735709051,4.62704109901098,4.86423159179442,5.39645431073594,4.13022258638497,2.9906827902553,3.46411747114627,3.03495956063468,3.67965961931232,3.16084684650208,3.00429551142796
"ENSSSCG00000010214",0.570058685528737,1.81589628868018,-0.57226302719628,1.05713421634643,0.773498001068571,1.08876602427114,4.48539419197269,4.40446887116606,3.77045233886279,3.62634610985421,4.02998419452347,3.43181636941952,2.68734211946786,3.22012711046227,3.03495956063468,3.09971522739244,2.70331502204612,2.78761609547603
"ENSSSCG00000040183",1.31104802656474,1.87107178408769,1.02397154576281,0.257836728166682,1.54818676255888,1.02453326595132,1.45418314458321,0.14852536672986,1.5715007631731,1.16360060447837,1.83388726032483,1.56144840118639,1.58309834928314,1.29296119390435,1.87315141099793,3.11364450061321,3.02897364446556,1.90742943356092
"ENSSSCG00000005134",-3.4852375054144,0.0705450972482941,-0.377497716252411,0.257836728166682,0.101565192572517,-1.86493337657631,-1.68877377751576,-0.64822625714531,-0.488806944409369,-1.7160379091768,-1.27713114322442,0.544165830320231,-0.443674849520054,-1.71816783320694,-0.515611732994148,-0.255296551578229,-0.0628651322520006,-2.38818531046675
"ENSSSCG00000012056",0.118931992801329,0.0705450972482941,-0.377497716252411,-0.557729478713352,0.956691611804024,0.651871450271436,2.24124560580639,1.94570893759043,2.40859639430043,2.02445791707576,2.43936795803122,1.98077438673865,1.3592314912625,1.35480377446867,0.941026616934134,1.00156837252631,1.38221439284378,1.33953633473565
"ENSSSCG00000009378",0.834771016605734,0.796108033847856,-0.57226302719628,1.10738874842184,0.913027543218499,0.957306886477754,4.20346889826214,4.16068009386934,4.16444348239404,3.94114470016749,4.24203515898612,3.19750056502949,2.48025835398216,2.68281817411695,2.8898012707228,2.85634787390824,2.66433600821459,2.76620368867924
"ENSSSCG00000024872",1.36786335212813,1.63645279032898,2.09401739137742,2.60021918401889,1.60417370693752,2.34787412747678,1.52970891957447,1.91604665244606,2.1032241297695,3.10185130270905,2.7304187017831,2.15212605544284,2.68734211946786,1.52585780827192,1.48109563071396,1.00156837252631,1.51959257350773,1.280347418323
"ENSSSCG00000002669",7.80371012586222,6.56050891799697,5.5287937464793,4.89792913543998,6.52222734849769,5.61720640949203,6.05218123577998,7.4276640867517,6.79998415103786,7.25245522126455,7.23219284056941,6.98326714941738,6.49851108899148,5.92420105609105,6.5366671686764,6.00103558989147,6.97182489203191,7.21734111327537
"ENSSSCG00000035746",2.71532528269134,2.79748379250663,1.63358267188456,2.15091265690368,2.3892747180494,2.47348345604641,3.91038656066709,3.55706599759844,3.44882505980164,3.39519609837294,3.40560097434964,3.00964949823036,2.61312505494451,3.30089719186956,3.38718021539721,2.83968333002775,3.05933812052974,3.11006342039702
"ENSSSCG00000022126",6.98597147692925,6.33133471315687,5.4084780098611,5.54322712388816,5.89652744356897,5.77438225742882,5.46097218672727,5.80697162079814,6.48061257010172,6.10453162547955,6.15255613333617,6.68655866334078,6.04860097215711,6.40719847911659,6.52987815886263,6.08296958060115,5.74079817250039,6.57600373523702
