"gene_id","CON1","CON2","CON3","CON4","CON5","CON6","INJS1","INJS2","INJS3","INJS4","INJS5","INJS6","INJL1","INJL2","INJL3","INJL4","INJL5","INJL6"
"ENSSSCG00000028996",6.58144296232548,7.00326036826788,6.85269152905734,6.93872076359778,6.89334066819816,7.38040619962372,4.74905068921482,5.54883353570486,4.95519142942704,4.4752900574388,3.81483654470116,3.93276193756552,3.80503226110535,4.1622238041626,5.47724475428679,3.94413890896745,4.43989430308144,4.19362111958682
"ENSSSCG00000005267",9.91204349697795,10.2545100521207,9.58925564777763,9.66957631769259,9.97699217342195,9.67776981275336,10.1337556559539,10.3524945865573,9.45120300878037,9.20290153955237,9.85157568400666,9.44418686936968,10.1278594018319,10.2805429403205,10.5081635974462,10.6973736667618,10.578545527732,9.77870758852054
"ENSSSCG00000005268",-1.79273643278608,0.247772965287033,-1.39240520225969,-0.409029839937052,-1.64051478826099,-1.44553843189944,-1.38149268178614,-2.57610820776552,-1.63020989836677,-3.4852375054144,-1.01903986999809,-1.1120748308209,-0.943586504954503,-0.947385201916949,-3.4852375054144,-1.24478129305742,-0.934209359611913,-1.34200256951014
"ENSSSCG00000005269",0.570058685528737,-0.366625457604981,1.02397154576281,0.894927701358655,0.445983640247538,0.263909529153993,0.834153483685178,0.426127025750511,0.787017686768457,1.41701821793406,0.189135268547934,1.98077438673865,0.574229040968205,1.22834848098594,1.2361865997953,1.00156837252631,1.3333523334434,1.50379394578901
"ENSSSCG00000031382",2.8208386348302,3.46858997356937,2.95771666874164,3.13633503818144,2.79012817610959,2.90666655765288,3.03363592698149,3.07025121097245,2.53033612145884,2.61157550373161,2.63977276823545,2.74088611923126,2.84697035316505,3.2691297071681,3.08027197644261,3.18134224729385,3.14677560088663,3.45600214614037
"ENSSSCG00000005271",4.073197765997,3.97607684418267,3.59050621757075,3.6244886042918,3.73136119181309,3.33516503680294,4.05160210960784,3.51810847645203,3.49939927254867,3.38037330301478,3.04493104416374,3.38102247777677,3.35182160486904,3.99751259811687,3.88959432488736,3.97498771507926,3.57227867227387,4.09401545526509
"ENSSSCG00000005272",2.77955462214195,2.95899574742807,2.46808551903319,2.12675066140445,2.32408896679725,2.29439934417521,2.32842722095825,1.91604665244606,2.02252461802878,1.35771374024813,1.13149920190108,1.8374258360263,2.13609630425755,2.0591479230594,2.15311155816842,1.96903197986074,2.14718132169387,2.0202625709616
"ENSSSCG00000005273",5.90657689006462,6.10263729932723,6.43640711370929,6.37237838765209,6.31975907216513,6.32061228196241,6.22686305309579,6.47301960287742,6.02219360784775,5.61217071588662,5.89870646875919,5.84130270421363,6.08566471523726,6.29927705834016,6.23325393629261,6.09179263565028,6.22887984315343,6.01080853984242
"ENSSSCG00000045514",-3.4852375054144,-3.4852375054144,-3.4852375054144,-3.4852375054144,-3.4852375054144,-3.4852375054144,-3.4852375054144,-3.4852375054144,-3.4852375054144,-3.4852375054144,-3.4852375054144,-3.4852375054144,-3.4852375054144,-3.4852375054144,-3.4852375054144,-3.4852375054144,-3.4852375054144,-3.4852375054144
"ENSSSCG00000023520",4.40041897480952,3.81657496131062,2.15826398523868,2.50969375649551,3.52204855148439,2.69599914181448,5.04771241887743,4.90108406992671,6.46669960574995,5.44059152752797,5.68641149212232,5.25433090421581,3.88079336988518,3.96813518949744,4.60424384270733,4.36098048044712,4.39892729195376,5.08159652008307
