"gene_id","gene_symbol","logFC","PValue","FDR","rank_statistic"
"ENSSSCG00000040037","MTSS2",1.23550384164565,1.60143199870542e-11,2.30654250773541e-07,10.7954914979705
"ENSSSCG00000031337","SNX18",0.49844519494019,1.30238192025938e-08,2.79338137556258e-05,7.88526164131397
"ENSSSCG00000017900","KIF1C",0.674717216944492,1.35761088863001e-08,2.79338137556258e-05,7.86722468744571
"ENSSSCG00000029279","GNA11",0.434011581701233,1.63848076482981e-08,2.94987980698048e-05,7.78555865271145
"ENSSSCG00000023376","PARD6G",1.87704056963073,3.00192268179027e-08,3.60305769881878e-05,7.52260049773707
"ENSSSCG00000032967","CACNB3",0.956795890435024,4.70996769002486e-08,4.52251097596187e-05,7.32698207208385
"ENSSSCG00000007727","AUTS2",0.874930755002268,6.31315706426353e-08,5.55057976388985e-05,7.19975340577887
"ENSSSCG00000024671","WNT9A",1.13257711921749,6.89951969978087e-08,5.55057976388985e-05,7.16118114100116
"ENSSSCG00000003913","MAST2",0.705176661303569,6.93677954245763e-08,5.55057976388985e-05,7.15884210757853
"ENSSSCG00000034259","PMEPA1",0.916050216708383,8.69862934392172e-08,6.59401886528971e-05,7.06054917442363
"ENSSSCG00000036893","PTHLH",1.26335151162809,1.03023083841451e-07,6.66806964127673e-05,6.98706545430712
"ENSSSCG00000031769","CTTN",0.61504864573492,1.11111345824232e-07,6.66806964127673e-05,6.95424159202877
"ENSSSCG00000015911","SCN3A",2.96717049291716,1.33419250846101e-07,7.39091334590922e-05,6.87478150225575
"ENSSSCG00000024692","RRBP1",0.765445605966777,1.70698537473747e-07,8.47783115598061e-05,6.76777019985657
"ENSSSCG00000009972","KREMEN1",0.695625208122967,2.15689055785478e-07,9.70802959524448e-05,6.66617189074613
"ENSSSCG00000016726","ADCY1",2.4755261894313,2.28037244228072e-07,9.95278917762703e-05,6.64199421597423
"ENSSSCG00000003793","LRRC7",3.08723579003994,2.66034597896152e-07,0.00010390556426659,6.57506187954076
"ENSSSCG00000036537","NFIC",0.435372679142683,2.81352288161982e-07,0.00010390556426659,6.55074954849619
"ENSSSCG00000040288","ARNT2",1.49844237112186,3.04597735985964e-07,0.000106054996982965,6.51627332901198
"ENSSSCG00000053708","ENSSSCG00000053708",1.38383884562163,3.21856776963043e-07,0.000106054996982965,6.49233734200598
"ENSSSCG00000025214","TSHZ3",0.909798494364316,3.2434050796212e-07,0.000106054996982965,6.48899880746088
"ENSSSCG00000007140","SMOX",1.22558072665482,3.33027581967582e-07,0.000106054996982965,6.47751979592233
"ENSSSCG00000003679","PPP4R1",0.496752063182383,3.38716230036546e-07,0.000106054996982965,6.47016399306178
"ENSSSCG00000012955","KLC2",0.75532357663023,3.79430685071248e-07,0.000109348917472855,6.42086755004661
"ENSSSCG00000034280","LARP1B",1.40792475125616,3.83015113391282e-07,0.000109348917472855,6.41678408886966
"ENSSSCG00000017102","TENT4A",0.57215849268503,4.26240799892108e-07,0.000115391661073387,6.37034498183924
"ENSSSCG00000014960","AMOTL1",0.809082612289011,4.32628598067269e-07,0.000115391661073387,6.36388477576077
"ENSSSCG00000038162","CCL21",2.42519896821695,4.65454085341412e-07,0.000121889730748588,6.33212315349326
"ENSSSCG00000016104","TRAK2",0.754984022617314,4.78253376469021e-07,0.000123005060380059,6.32034195517063
"ENSSSCG00000011158","PFKP",0.798173283058981,5.01274662612491e-07,0.000124480326993236,6.29992424664503
"ENSSSCG00000003371","GPR153",1.35605343651531,5.12189296184284e-07,0.000125034956490546,6.2905695017299
"ENSSSCG00000013419","R3HDM4",0.522580719686827,5.49075764407041e-07,0.000131308122432758,6.26036772514251
"ENSSSCG00000032164","PEA15",0.610312666287509,5.56119938096106e-07,0.000131308122432758,6.25483153425255
"ENSSSCG00000030827","FGFR3",1.9631145347745,5.79081792321318e-07,0.000134524436367805,6.23726009008077
"ENSSSCG00000027617","SYNPR",2.63037601673402,6.12206630958943e-07,0.000136559269081647,6.21310197076403
"ENSSSCG00000056379","CD24",2.16954063799311,6.16284974679375e-07,0.000136559269081647,6.21021842044616
"ENSSSCG00000017601","TOM1L1",1.19482440415194,6.96808660563062e-07,0.000147590222618967,6.15688646016547
"ENSSSCG00000004052","FNDC1",1.30376515862694,7.09883503311356e-07,0.00014818046519121,6.14881291609812
"ENSSSCG00000015584","PROX1",1.47328766584515,8.0218475545893e-07,0.000158814660951756,6.09572559551191
"ENSSSCG00000002829","MMP2",1.42890996850138,8.44485373762102e-07,0.000161560526696237,6.07340786788032
"ENSSSCG00000008164","MAP4K4",0.516371369187212,8.5114501482648e-07,0.000161560526696237,6.0699964401815
"ENSSSCG00000009638","RHOBTB2",0.584910006039325,8.870098927816e-07,0.000162138718421131,6.05207153647436
"ENSSSCG00000004379","SOBP",0.630046847498961,9.0058303642925e-07,0.000162138718421131,6.04547623775789
"ENSSSCG00000009250","PRKG2",3.6169217762418,9.49733131734616e-07,0.000166898903426463,6.02239841123429
"ENSSSCG00000027314","CAMSAP2",0.50007890354431,9.50198575364156e-07,0.000166898903426463,6.02218562505547
"ENSSSCG00000025270","CHRD",1.75185200496885,1.02591335024047e-06,0.000172564793650133,5.98888931866044
"ENSSSCG00000037376","ENSSSCG00000037376",0.833273646864788,1.02808006626912e-06,0.000172564793650133,5.98797306142556
"ENSSSCG00000014335","REEP2",0.914266720243559,1.03203664952465e-06,0.000172564793650133,5.98630487983701
"ENSSSCG00000029331","PALLD",0.690990287793222,1.12953651538692e-06,0.000184871754899066,5.9470997247483
"ENSSSCG00000009733","GOLGA3",0.396256330107093,1.15147944490791e-06,0.000186345600505715,5.93874381023362
"ENSSSCG00000023857","ARHGEF40",0.49437033425182,1.23227996835358e-06,0.000193014521603914,5.90929061124803
"ENSSSCG00000032734","VOPP1",1.33266771027668,1.26298906077484e-06,0.000195600338089677,5.89860041101688
"ENSSSCG00000017268","PRKCA",1.1531924607183,1.28304345698374e-06,0.000196592286286562,5.89175863371968
"ENSSSCG00000012315","SYNJ2",0.979036799322817,1.29909262806118e-06,0.000196956117073318,5.88635988170477
"ENSSSCG00000040944","SKI",0.407250882249974,1.33437129989401e-06,0.000200197394087223,5.87472330755743
"ENSSSCG00000036403","FAM180A",1.03523995521995,1.39963457543513e-06,0.000204534309663654,5.85398533759867
"ENSSSCG00000029874","DUSP14",1.149811946614,1.40265683658753e-06,0.000204534309663654,5.85304856717955
"ENSSSCG00000016988","ERGIC1",0.405974140809065,1.41210352793111e-06,0.000204534309663654,5.85013346195207
"ENSSSCG00000004192","CCN2",1.20617701881389,1.50396770715345e-06,0.000212369087118933,5.82276148871487
"ENSSSCG00000011729","SCHIP1",1.00811790432077,1.57876622531191e-06,0.000218643941761225,5.80168217307812
"ENSSSCG00000032637","EVC",0.573251724985551,1.66144254415692e-06,0.000225752424183888,5.77951467285476
"ENSSSCG00000027777","PRRG1",0.704544420211595,1.69930945726383e-06,0.000228739758065148,5.76972752557822
"ENSSSCG00000011438","BAP1",0.41004836256638,1.83453981229976e-06,0.000240224396973229,5.73647285895601
"ENSSSCG00000008553","PREB",0.564978236717227,1.84422434922652e-06,0.000240224396973229,5.73418624830166
"ENSSSCG00000015866","FMNL2",1.30601581066549,1.86769147869287e-06,0.000240224396973229,5.72869486267089
"ENSSSCG00000033657","GREM1",3.64353191415512,1.97066610370594e-06,0.00025118145036882,5.7053869533979
"ENSSSCG00000013119","STX3",1.0025327675726,1.9997150524646e-06,0.000252648209654804,5.69903188431539
"ENSSSCG00000002425","PTPN21",0.484775747854484,2.02749219369747e-06,0.000253930174485431,5.69304080924536
"ENSSSCG00000025013","RTN1",2.15602181907891,2.11159725194596e-06,0.000257696189203267,5.67538891186595
"ENSSSCG00000014080","HMGCR",0.690056260179344,2.12912910610211e-06,0.000257696189203267,5.67179800302025
"ENSSSCG00000000363","GDF11",1.00818769400721,2.16214932033306e-06,0.000259511972172976,5.66511431650789
"ENSSSCG00000009122","ARSJ",0.802171565751513,2.29856893972882e-06,0.000270241349891186,5.63854246616
"ENSSSCG00000009202","MMRN1",2.55342768654548,2.31082759295581e-06,0.000270241349891186,5.63623245530887
"ENSSSCG00000016330","ENSSSCG00000016330",0.508751560654868,2.43180924815862e-06,0.000275790146466367,5.61407049425174
"ENSSSCG00000030155","PHF10",0.436352479104377,2.5252510825232e-06,0.000284149932356106,5.59769543404706
"ENSSSCG00000009377","THSD1",0.605870881670469,2.54557427137438e-06,0.000284216327369032,5.59421422717605
"ENSSSCG00000015394","ELAPOR2",0.907402101112414,2.59552055706584e-06,0.000287563712180148,5.58577552706835
"ENSSSCG00000001346","ABCF1",0.352730816523341,2.65102545822421e-06,0.000289263027839419,5.57658610164706
"ENSSSCG00000008080","PHF2",0.336890984597068,3.08852456423995e-06,0.000316788045770401,5.51024894019922
"ENSSSCG00000008675","LETM1",0.50800681766311,3.1012368571566e-06,0.000316788045770401,5.50846506322806
"ENSSSCG00000035940","SPSB1",1.01806543733045,3.28746679917242e-06,0.000330173443120426,5.48313862451254
"ENSSSCG00000023710","REEP1",1.88704746443012,3.31904800740125e-06,0.000330173443120426,5.47898646582018
"ENSSSCG00000037762","TBX1",2.28416395766707,3.33282325949362e-06,0.000330173443120426,5.47718771648104
"ENSSSCG00000038492","PHETA2",0.576597917609044,3.34689458415484e-06,0.000330173443120426,5.47535796623225
"ENSSSCG00000026602","PTGIR",0.848935095016065,3.52954181007772e-06,0.000338849932865066,5.45228166919301
"ENSSSCG00000031794","TNFAIP8L3",1.72604765176913,3.53323255373332e-06,0.000338849932865066,5.45182777680821
"ENSSSCG00000038727","GDNF",1.95155070424988,3.54761894720505e-06,0.000338849932865066,5.45006303427817
"ENSSSCG00000005751","COL5A1",1.13064090188744,3.55247794644344e-06,0.000338849932865066,5.44946860946457
"ENSSSCG00000038694","CCND2",0.693223583852421,3.65054395992477e-06,0.000343652187286252,5.4376424174087
"ENSSSCG00000009217","PKD2",0.542714535717474,3.75019662724934e-06,0.000348477948530789,5.42594596110143
"ENSSSCG00000000588","PLEKHA5",0.582265345409015,3.85547638851492e-06,0.000355964271947311,5.41392195221205
"ENSSSCG00000015238","ARHGAP32",0.771392301347263,3.98006190108846e-06,0.000362815389628969,5.40011017338056
"ENSSSCG00000006052","FZD6",1.04941616457753,4.01954394800968e-06,0.000364110009328198,5.39582321858177
"ENSSSCG00000010825","MARK1",1.09411042724997,4.15495258112691e-06,0.00037170050947808,5.3814339282872
"ENSSSCG00000013989","GJC2",2.571575746885,4.36058872224944e-06,0.00038296072784487,5.36045487275803
"ENSSSCG00000060496","OSR1",2.04925228152524,4.43676161619468e-06,0.000384955888903928,5.35293390496666
"ENSSSCG00000053283","SCN3B",1.57686415112647,4.57880253800052e-06,0.000394736669871578,5.33924808512613
"ENSSSCG00000027166","BICD2",0.377658304024255,4.71669300773337e-06,0.000397277949651367,5.32636238947109
"ENSSSCG00000025321","MAZ",0.407819953772608,4.82350865535915e-06,0.000399270087144471,5.31663693783603
"ENSSSCG00000034948","RASSF9",1.36629074104949,5.2138223066339e-06,0.00042709972934489,5.28284377419634
"ENSSSCG00000006748","TSPAN2",1.93441721480087,5.28833812664107e-06,0.000429933237426821,5.27668078464198
"ENSSSCG00000003773","AK5",2.1640241901589,5.31334557119865e-06,0.000429933237426821,5.27463193737765
