"gene_id","logFC_untrimmed","PValue_untrimmed","FDR_untrimmed","strict_untrimmed","minuslog10P_untrimmed","logFC_trimmed","PValue_trimmed","FDR_trimmed","strict_trimmed","minuslog10P_trimmed","logFC_diff_trimmed_minus_untrimmed","abs_logFC_diff","FDR_diff_trimmed_minus_untrimmed","strict_status","direction_same"
"ENSSSCG00000000003",-0.491120081837564,0.000480456712827432,0.0027684588037077,FALSE,3.31834573437844,-0.480429089385219,0.000543729774281099,0.00303204272555806,FALSE,3.26461688466992,0.010690992452345,0.010690992452345,0.00026358392185036,"not_strict_in_either",TRUE
"ENSSSCG00000000005",-0.800915513350539,7.74198715346882e-07,4.13753069171261e-05,FALSE,6.11114755365543,-0.789234788769366,9.91315677584955e-07,4.78335467662205e-05,FALSE,6.00378802543189,0.011680724581173,0.011680724581173,6.4582398490944e-06,"not_strict_in_either",TRUE
"ENSSSCG00000000006",-0.367365704391209,0.315307752838426,0.423898263665084,FALSE,0.501265350617294,-0.354667753087357,0.328824479079293,0.438637916515415,FALSE,0.483035859217948,0.012697951303852,0.012697951303852,0.014739652850331,"not_strict_in_either",TRUE
"ENSSSCG00000000007",-0.0689890451108929,0.666867995696691,0.747896329655191,FALSE,0.175960124725366,-0.0530512299836726,0.73963264048848,0.806106241911268,FALSE,0.130983931380847,0.0159378151272203,0.0159378151272203,0.058209912256077,"not_strict_in_either",TRUE
"ENSSSCG00000000010",-2.56609868193848,8.48803282646209e-06,0.000175294152855637,TRUE,5.07119294952097,-2.55799365132382,8.60725980396368e-06,0.00017837667248008,TRUE,5.06513508796905,0.00810503061466017,0.00810503061466017,3.08251962444301e-06,"strict_in_both",TRUE
"ENSSSCG00000000014",0.171889256606168,0.178824662646303,0.273202719735246,FALSE,0.747572585581657,0.179347084897843,0.160457460706804,0.250411674182161,FALSE,0.79464008493515,0.00745782829167502,0.00745782829167502,-0.022791045553085,"not_strict_in_either",TRUE
"ENSSSCG00000000018",0.0505391931250676,0.684620260994732,0.762863337274814,FALSE,0.164550252279643,0.0598844744286674,0.629363305148658,0.716871882117056,FALSE,0.201098582102852,0.0093452813035998,0.0093452813035998,-0.045991455157758,"not_strict_in_either",TRUE
"ENSSSCG00000000019",0.36234582288035,0.000930338040198428,0.00458037736950014,FALSE,3.03135922099667,0.374370522000283,0.000763111746431436,0.00392050030428967,FALSE,3.11741186138318,0.012024699119933,0.012024699119933,-0.00065987706521047,"not_strict_in_either",TRUE
"ENSSSCG00000000022",-0.226527634397448,0.0494114085866356,0.0981638114401349,FALSE,1.30617276536411,-0.216451600398589,0.0565400601498699,0.109028928694966,FALSE,1.24764373382417,0.010076033998859,0.010076033998859,0.0108651172548311,"not_strict_in_either",TRUE
"ENSSSCG00000000024",-0.591177594145227,0.0265418096818029,0.0601941074124722,FALSE,1.57606946926258,-0.57768023079242,0.0284648076922385,0.0632035642189789,FALSE,1.54569174592873,0.0134973633528069,0.0134973633528069,0.0030094568065067,"not_strict_in_either",TRUE
"ENSSSCG00000000025",-0.301054966013345,0.341016688340242,0.450591268296694,FALSE,0.467224367410033,-0.290662813860628,0.356893730204502,0.466461455625779,FALSE,0.447461081524601,0.010392152152717,0.010392152152717,0.015870187329085,"not_strict_in_either",TRUE
"ENSSSCG00000000029",-1.07156816289805,0.0289184173726164,0.0643745119318562,FALSE,1.53882547849877,-1.05699410523826,0.0310126185316575,0.0677351933511792,FALSE,1.50846156282303,0.0145740576597899,0.0145740576597899,0.003360681419323,"not_strict_in_either",TRUE
"ENSSSCG00000000031",-0.65920726795855,0.00156279521849522,0.00673093160546603,FALSE,2.80609792620609,-0.648169623854752,0.00168308951003482,0.00705512868308173,FALSE,2.77389278676898,0.011037644103798,0.011037644103798,0.0003241970776157,"not_strict_in_either",TRUE
"ENSSSCG00000000033",-1.82779888418122,8.71944503687701e-07,4.36688516497215e-05,TRUE,6.05951115555961,-1.81555624918995,8.00570991157975e-07,4.29045246638492e-05,TRUE,6.0966001506889,0.0122426349912701,0.0122426349912701,-7.643269858723e-07,"strict_in_both",TRUE
"ENSSSCG00000000034",-0.378640597830716,0.0108065192154929,0.0292222638191062,FALSE,1.966314169963,-0.365950755802044,0.0122130790395185,0.0320941437841897,FALSE,1.91317483226345,0.012689842028672,0.012689842028672,0.0028718799650835,"not_strict_in_either",TRUE
"ENSSSCG00000000035",0.490006556657276,0.000200045674563287,0.00146192042548807,FALSE,3.69887083460543,0.505127812753087,0.000127725293790894,0.00106668694649424,FALSE,3.89372308968999,0.0151212560958111,0.0151212560958111,-0.00039523347899383,"not_strict_in_either",TRUE
"ENSSSCG00000000036",0.166534495413932,0.224322759525435,0.325860284145154,FALSE,0.649126661170204,0.17533607297117,0.200490383990791,0.298355305615209,FALSE,0.697906452369912,0.00880157755723798,0.00880157755723798,-0.027504978529945,"not_strict_in_either",TRUE
"ENSSSCG00000000037",0.321929935153844,0.000983454243656911,0.00477603224751711,FALSE,3.00724584132633,0.33361802525583,0.00078304819866133,0.00400256033411732,FALSE,3.10621150515992,0.011688090101986,0.011688090101986,-0.000773471913399789,"not_strict_in_either",TRUE
"ENSSSCG00000000038",-0.956451966347417,4.29598228656139e-07,2.83737471586946e-05,FALSE,6.36693751801253,-0.947073709795332,4.53885742107294e-07,2.99974355276221e-05,FALSE,6.3430534595162,0.00937825655208502,0.00937825655208502,1.6236883689275e-06,"not_strict_in_either",TRUE
"ENSSSCG00000000039",0.136308928820843,0.148305970987944,0.235651238015662,FALSE,0.8288413633687,0.147082983969887,0.12255986435641,0.202271213006111,FALSE,0.911651728368254,0.010774055149044,0.010774055149044,-0.033380025009551,"not_strict_in_either",TRUE
"ENSSSCG00000000040",1.57464900340949,2.71603287085945e-05,0.000372842080958569,TRUE,4.56606497829931,1.58654504796842,2.44005587526167e-05,0.000347594856485283,TRUE,4.61260022856292,0.01189604455893,0.01189604455893,-2.5247224473286e-05,"strict_in_both",TRUE
"ENSSSCG00000000045",0.0282172635998759,0.842891386307114,0.886181498053177,FALSE,0.0742283842916243,0.0388416850986427,0.785261391450735,0.841907679093801,FALSE,0.104985754759689,0.0106244214987668,0.0106244214987668,-0.044273818959376,"not_strict_in_either",TRUE
"ENSSSCG00000000050",-0.388596795233354,0.0779941154700522,0.141515304498078,FALSE,1.10793816289018,-0.377028700972079,0.0832354836584235,0.148706784881169,FALSE,1.07969149255745,0.011568094261275,0.011568094261275,0.007191480383091,"not_strict_in_either",TRUE
"ENSSSCG00000000058",-0.145071399299694,0.159341834784608,0.249201873188214,FALSE,0.797670186340509,-0.148010423713047,0.149457997569633,0.236768804751019,FALSE,0.825480840695429,-0.002939024413353,0.002939024413353,-0.012433068437195,"not_strict_in_either",TRUE
"ENSSSCG00000000059",0.355988059111653,0.00316415143070268,0.0114044405701275,FALSE,2.49974274010962,0.371437674342071,0.00233869765686497,0.00907373946165157,FALSE,2.63102591946589,0.015449615230418,0.015449615230418,-0.00233070110847593,"not_strict_in_either",TRUE
"ENSSSCG00000000061",-0.395904156421131,0.0200046142169471,0.0479056966419862,FALSE,1.69886981944452,-0.389350173988314,0.0197355012682085,0.0470991811226462,FALSE,1.70475183834614,0.00655398243281702,0.00655398243281702,-0.000806515519339995,"not_strict_in_either",TRUE
"ENSSSCG00000000062",-0.982777656550158,0.00694043662907516,0.0207560857924627,FALSE,2.15861320683144,-0.964850331370678,0.00795115369286122,0.0229228864045769,FALSE,2.09956985170936,0.01792732517948,0.01792732517948,0.0021668006121142,"not_strict_in_either",TRUE
"ENSSSCG00000000063",-0.225674899139831,0.420343602904249,0.528999741853792,FALSE,0.376395557606936,-0.214534069488753,0.446250843155967,0.555080086279188,FALSE,0.350420950313615,0.011140829651078,0.011140829651078,0.0260803444253961,"not_strict_in_either",TRUE
